cycle,recall,precision,recall_10,precision_10,top_mean_1,top_mean_2,top_mean_3,recall_g,precision_g,recall_10_g,precision_10_g,top_mean_1_g,top_mean_2_g,top_mean_3_g,N_init,N_per_cycle,strategy,dms_index,model_type,tmp_path,noise_level,ablang,use_dropout,logit_mode,Training size
4,0.5555555555555556,0.025,0.2823529411764706,0.12,0.11430854678277687,0.07654669530579072,0.05299357282602061,0.6666666666666666,0.01,0.2823529411764706,0.12,0.1221088579862295,0.09303739214153862,0.07834527716435385,50,50,greedy,1,ablang2,outputs/greedy_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,200
5,0.5555555555555556,0.02,0.3764705882352941,0.128,0.11685481899785351,0.0830915666525702,0.060870661054709015,0.7777777777777778,0.011666666666666667,0.3764705882352941,0.128,0.14497983644626172,0.10556695147037562,0.0870944148255752,50,50,greedy,1,ablang2,outputs/greedy_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,250
6,0.5555555555555556,0.016666666666666666,0.49411764705882355,0.14,0.1184877136053613,0.0861115966504223,0.06685518401775685,0.6666666666666666,0.01,0.49411764705882355,0.14,0.121432435132939,0.09161215900123229,0.07699181797099769,50,50,greedy,1,ablang2,outputs/greedy_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,300
7,0.5555555555555556,0.014285714285714285,0.5294117647058824,0.12857142857142856,0.1184877136053613,0.08684403451947913,0.06884356692422218,0.7777777777777778,0.011666666666666667,0.5294117647058824,0.12857142857142856,0.12366007460405423,0.09300692501559683,0.07747124959537502,50,50,greedy,1,ablang2,outputs/greedy_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,350
8,0.6666666666666666,0.015,0.6,0.1275,0.121432435132939,0.08982862111225817,0.07272686466839522,0.8888888888888888,0.013333333333333334,0.6,0.1275,0.15580645838777635,0.11098026244113293,0.09047126245677285,50,50,greedy,1,ablang2,outputs/greedy_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,400
9,0.6666666666666666,0.013333333333333334,0.6588235294117647,0.12444444444444444,0.121432435132939,0.09114515768852514,0.07525518914612774,0.7777777777777778,0.011666666666666667,0.6588235294117647,0.12444444444444444,0.1329354799277441,0.09845070311229591,0.08171650176859013,50,50,greedy,1,ablang2,outputs/greedy_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,450
10,0.7777777777777778,0.014,0.7411764705882353,0.126,0.1329354799277441,0.09845070311229591,0.08156627225961821,0.7777777777777778,0.011666666666666667,0.7411764705882353,0.126,0.1329354799277441,0.09845070311229591,0.08163401446432826,50,50,greedy,1,ablang2,outputs/greedy_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,500
11,0.7777777777777778,0.012727272727272728,0.788235294117647,0.12181818181818181,0.1329354799277441,0.09845070311229591,0.08163401446432826,0.7777777777777778,0.011666666666666667,0.788235294117647,0.12181818181818181,0.1329354799277441,0.09845070311229591,0.08171650176859013,50,50,greedy,1,ablang2,outputs/greedy_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,550
12,0.7777777777777778,0.011666666666666667,0.8117647058823529,0.115,0.1329354799277441,0.09845070311229591,0.08171650176859013,,,,,,,,50,50,greedy,1,ablang2,outputs/greedy_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,600
1,0.003389830508474576,0.02,0.001682935038707506,0.1,0.9680667041636817,0.8816861260056947,0.8387331395521594,0.03389830508474576,0.016666666666666666,0.001682935038707506,0.1,1.716550653041659,1.4311526688918232,1.3051068637716279,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,50
2,0.006779661016949152,0.02,0.0023561090541905083,0.07,1.0598131681419587,0.963984704064449,0.9105269454937576,0.023728813559322035,0.011666666666666667,0.0023561090541905083,0.07,1.552192818836391,1.3410926937805916,1.2393819333070575,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,100
3,0.006779661016949152,0.013333333333333334,0.0030292830696735107,0.06,1.1149530586952119,1.0020206321763232,0.9512535983339507,0.023728813559322035,0.011666666666666667,0.0030292830696735107,0.06,1.641628730614348,1.374530142116908,1.2582344581116558,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,150
4,0.010169491525423728,0.015,0.004039044092898014,0.06,1.1688007506334848,1.0485242653494606,0.991109223849648,0.03389830508474576,0.016666666666666666,0.004039044092898014,0.06,1.8183058555331157,1.4878325528701641,1.3490366266374803,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,200
5,0.020338983050847456,0.024,0.007741501178054527,0.092,1.508259893162816,1.266574561532213,1.1568579801551424,0.04406779661016949,0.021666666666666667,0.007741501178054527,0.092,1.6330871571619077,1.4246152436268034,1.32887013660065,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,250
6,0.023728813559322035,0.023333333333333334,0.010434197239986537,0.10333333333333333,1.596015368818184,1.3402063761091956,1.2253556801606673,0.03728813559322034,0.018333333333333333,0.010434197239986537,0.10333333333333333,1.6972299334049807,1.4535508888908686,1.3475090959612568,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,300
7,0.02711864406779661,0.022857142857142857,0.014473241332884551,0.12285714285714286,1.6089089680199251,1.3645854289656945,1.2593908698490772,0.03728813559322034,0.018333333333333333,0.014473241332884551,0.12285714285714286,1.7311801169391519,1.461283745527537,1.3508258449778519,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,350
8,0.03389830508474576,0.025,0.016492763379333558,0.1225,1.7311801169391519,1.4427099833285606,1.3203619965025353,0.05423728813559322,0.02666666666666667,0.016492763379333558,0.1225,1.8002145514136356,1.5290216685683933,1.402243561236484,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,400
9,0.03728813559322034,0.024444444444444446,0.018848872433524066,0.12444444444444444,1.7311801169391519,1.4511671032835785,1.3274540840420455,0.04745762711864407,0.023333333333333334,0.018848872433524066,0.12444444444444444,1.7534656344246653,1.4959457424746228,1.3790169567587933,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,450
10,0.03728813559322034,0.022,0.02221474251093908,0.132,1.7311801169391519,1.4601160977333223,1.3442047695873005,0.04406779661016949,0.021666666666666667,0.02221474251093908,0.132,1.7349973213292063,1.478489261179409,1.3642693275375868,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,500
11,0.03728813559322034,0.02,0.024234264557388085,0.13090909090909092,1.7311801169391519,1.4650994475327512,1.3518468203505039,0.04745762711864407,0.023333333333333334,0.024234264557388085,0.13090909090909092,1.7375888577578908,1.4864120634450884,1.374666278001346,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,550
12,0.04745762711864407,0.023333333333333334,0.028946482665769102,0.14333333333333334,1.7375888577578908,1.4864120634450884,1.374666278001346,,,,,,,,50,50,greedy,2,ablang2,outputs/greedy_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,600
1,0.003389830508474576,0.02,0.001682935038707506,0.1,0.9680667041636817,0.8816861260056947,0.8387331395521594,0.013559322033898305,0.006666666666666667,0.001682935038707506,0.1,1.3151159027676418,1.1884373758692475,1.126717643207759,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,50
2,0.003389830508474576,0.01,0.0030292830696735107,0.09,1.0580261832162052,0.9794144820311164,0.9304378416405181,0.030508474576271188,0.015,0.0030292830696735107,0.09,1.5682084856455796,1.3573933229844415,1.2552554265684324,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,100
3,0.003389830508474576,0.006666666666666667,0.004039044092898014,0.08,1.085734361338891,1.0145797692777336,0.9724080484305482,0.023728813559322035,0.011666666666666667,0.004039044092898014,0.08,1.4464126877532832,1.290263971536474,1.2195902230623816,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,150
4,0.003389830508474576,0.005,0.005048805116122518,0.075,1.1056764567043877,1.0358145744038492,0.9952555396591988,0.030508474576271188,0.015,0.005048805116122518,0.075,1.5586390240881394,1.361071750811107,1.2604464136318858,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,200
5,0.003389830508474576,0.004,0.0063951531470885226,0.076,1.111224446392749,1.0517281975894721,1.0150345143681208,0.03728813559322034,0.018333333333333333,0.0063951531470885226,0.076,1.7695013682327567,1.478864664909076,1.3471998074941849,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,250
6,0.003389830508474576,0.0033333333333333335,0.008751262201279031,0.08666666666666667,1.147450832591653,1.0807106363661698,1.044084329500651,0.020338983050847456,0.01,0.008751262201279031,0.08666666666666667,1.3767135521011031,1.2558629398009429,1.1959126044296082,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,300
7,0.003389830508474576,0.002857142857142857,0.009087849209020532,0.07714285714285714,1.147450832591653,1.0822473672149782,1.0468501373361432,0.010169491525423728,0.005,0.009087849209020532,0.07714285714285714,1.2403396757905045,1.1712092215698955,1.1297670460996503,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,350
8,0.003389830508474576,0.0025,0.009087849209020532,0.0675,1.147450832591653,1.0822473672149782,1.0468501373361432,0.010169491525423728,0.005,0.009087849209020532,0.0675,1.2304072289842758,1.1813902357441126,1.1470095709446062,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,400
9,0.003389830508474576,0.0022222222222222222,0.009087849209020532,0.06,1.147450832591653,1.0822473672149782,1.0468501373361432,0.020338983050847456,0.01,0.009087849209020532,0.06,1.524305261033195,1.330747159388348,1.2339061445999262,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,450
10,0.003389830508474576,0.002,0.009087849209020532,0.054,1.147450832591653,1.0822473672149782,1.0468501373361432,0.013559322033898305,0.006666666666666667,0.009087849209020532,0.054,1.3455402185762477,1.209772447736112,1.144709196834051,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,500
11,0.003389830508474576,0.0018181818181818182,0.009424436216762033,0.05090909090909091,1.147450832591653,1.0822473672149782,1.048200177830055,0.010169491525423728,0.005,0.009424436216762033,0.05090909090909091,1.3053640702159583,1.1915711829986488,1.1335859053960147,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,550
12,0.003389830508474576,0.0016666666666666668,0.01110737125546954,0.055,1.1556695082103883,1.0931601454549997,1.0599924825595743,,,,,,,,50,50,ucb,2,ablang2,outputs/ucb_0.5/dms_ablang2_2_N-50_ini-1,0.5,False,False,False,600
1,0.1111111111111111,0.02,0.023529411764705882,0.04,-0.0037716747298421676,-0.0413617757545934,-0.06460227076559898,0.8888888888888888,0.013333333333333334,0.023529411764705882,0.04,0.14665333221063062,0.10898493218496308,0.0898860337239114,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,50
2,0.1111111111111111,0.01,0.058823529411764705,0.05,0.019827155456171256,-0.008873158051320862,-0.027444660911849574,0.5555555555555556,0.008333333333333333,0.058823529411764705,0.05,0.11938541915537382,0.08564803302018209,0.06795795007222577,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,100
3,0.2222222222222222,0.013333333333333334,0.10588235294117647,0.06,0.04531959680988474,0.015957129330056434,-0.004090082185613895,0.6666666666666666,0.01,0.10588235294117647,0.06,0.12216558579157137,0.08852728352317005,0.06910086629224166,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,150
4,0.3333333333333333,0.015,0.15294117647058825,0.065,0.06634063445809918,0.03494911540192586,0.016212203795822288,0.6666666666666666,0.01,0.15294117647058825,0.065,0.11923881840374198,0.08206349240463696,0.06252126216273629,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,200
5,0.3333333333333333,0.012,0.17647058823529413,0.06,0.0723540166047664,0.040084087901073255,0.0226266709194792,0.6666666666666666,0.01,0.17647058823529413,0.06,0.1205584107488487,0.08430511012724506,0.06572269568413526,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,250
6,0.3333333333333333,0.01,0.2,0.056666666666666664,0.07270006981571701,0.041674974181694795,0.025374840671846706,0.5555555555555556,0.008333333333333333,0.2,0.056666666666666664,0.11625819396912793,0.08181873365577291,0.06283129601396581,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,300
7,0.3333333333333333,0.008571428571428572,0.25882352941176473,0.06285714285714286,0.07771851208130305,0.04846934131348626,0.03329819559151077,0.4444444444444444,0.006666666666666667,0.25882352941176473,0.06285714285714286,0.09547673048155284,0.06858588729038992,0.05400939843704382,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,350
8,0.3333333333333333,0.0075,0.3176470588235294,0.0675,0.08294612384340545,0.054038285335891056,0.039208464242768595,0.3333333333333333,0.005,0.3176470588235294,0.0675,0.08900926274455201,0.06344673476341045,0.04935318275480496,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,400
9,0.3333333333333333,0.006666666666666667,0.36470588235294116,0.06888888888888889,0.08389487185293673,0.056781474041756985,0.042468374907161634,0.5555555555555556,0.008333333333333333,0.36470588235294116,0.06888888888888889,0.11442943962844927,0.08037393334424899,0.06232948436707965,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,450
10,0.3333333333333333,0.006,0.4117647058823529,0.07,0.08453108948794832,0.059887789365527286,0.04590239832971738,0.3333333333333333,0.005,0.4117647058823529,0.07,0.0893958474079922,0.06503688096094762,0.05117018786694342,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,500
11,0.3333333333333333,0.005454545454545455,0.4235294117647059,0.06545454545454546,0.08637139575001185,0.06186740745005596,0.04759604060649551,0.3333333333333333,0.005,0.4235294117647059,0.06545454545454546,0.0893958474079922,0.06503688096094762,0.05117018786694342,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,550
12,0.3333333333333333,0.005,0.4588235294117647,0.065,0.0893958474079922,0.06439861358950356,0.04989276587749363,,,,,,,,50,50,ucb,1,ablang2,outputs/ucb_0.0/dms_ablang2_1_N-50_ini-1,0.0,False,False,False,600
1,0.1111111111111111,0.02,0.023529411764705882,0.04,-0.0037716747298421676,-0.0413617757545934,-0.06460227076559898,0.8888888888888888,0.013333333333333334,0.023529411764705882,0.04,0.14665333221063062,0.10898493218496308,0.0898860337239114,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,50
2,0.1111111111111111,0.01,0.058823529411764705,0.05,0.019827155456171256,-0.008873158051320862,-0.027444660911849574,0.5555555555555556,0.008333333333333333,0.058823529411764705,0.05,0.11938541915537382,0.08564803302018209,0.06795795007222577,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,100
3,0.2222222222222222,0.013333333333333334,0.10588235294117647,0.06,0.04531959680988474,0.015957129330056434,-0.004090082185613895,0.6666666666666666,0.01,0.10588235294117647,0.06,0.12216558579157137,0.08852728352317005,0.06910086629224166,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,150
4,0.3333333333333333,0.015,0.15294117647058825,0.065,0.06634063445809918,0.03494911540192586,0.016212203795822288,0.6666666666666666,0.01,0.15294117647058825,0.065,0.11923881840374198,0.08206349240463696,0.06252126216273629,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,200
5,0.3333333333333333,0.012,0.17647058823529413,0.06,0.0723540166047664,0.040084087901073255,0.0226266709194792,0.6666666666666666,0.01,0.17647058823529413,0.06,0.1205584107488487,0.08430511012724506,0.06448888032828058,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,250
6,0.3333333333333333,0.01,0.2,0.056666666666666664,0.07270006981571701,0.041674974181694795,0.025374840671846706,0.6666666666666666,0.01,0.2,0.056666666666666664,0.12216558579157137,0.08674573996338229,0.0658468660142702,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,300
7,0.3333333333333333,0.008571428571428572,0.24705882352941178,0.06,0.07612481267419918,0.04666950191348589,0.03176549529462384,0.6666666666666666,0.01,0.24705882352941178,0.06,0.12029184973971829,0.08209079702729508,0.06273293782344914,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,350
8,0.3333333333333333,0.0075,0.29411764705882354,0.0625,0.081590651118066,0.05122066691158571,0.03648931127326782,0.6666666666666666,0.01,0.29411764705882354,0.0625,0.12157830248139301,0.08431584494818718,0.06449603687557533,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,400
9,0.3333333333333333,0.006666666666666667,0.3176470588235294,0.06,0.081590651118066,0.051664279598333626,0.037289644439615216,0.6666666666666666,0.01,0.3176470588235294,0.06,0.12029184973971829,0.08288051038645669,0.06299031252478834,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,450
10,0.4444444444444444,0.008,0.36470588235294116,0.062,0.09195398427212971,0.06008279770462105,0.044669257349071005,0.6666666666666666,0.01,0.36470588235294116,0.062,0.11866061389770169,0.08272170598754532,0.06323496648470742,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,500
11,0.4444444444444444,0.007272727272727273,0.3764705882352941,0.05818181818181818,0.09195398427212971,0.06008279770462105,0.045026150942840765,0.4444444444444444,0.006666666666666667,0.3764705882352941,0.05818181818181818,0.09497843593011006,0.06535318919427519,0.05017908399220596,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,550
12,0.4444444444444444,0.006666666666666667,0.4235294117647059,0.06,0.09195398427212971,0.06134476677310123,0.0465289107404838,,,,,,,,50,50,ucb,1,ablang2,outputs/ucb_2.0/dms_ablang2_1_N-50_ini-1,2.0,False,False,False,600
1,0.003389830508474576,0.02,0.001682935038707506,0.1,0.9680667041636817,0.8816861260056947,0.8387331395521594,0.013559322033898305,0.006666666666666667,0.001682935038707506,0.1,1.3151159027676418,1.1884373758692475,1.126717643207759,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,50
2,0.003389830508474576,0.01,0.0030292830696735107,0.09,1.0580261832162052,0.9794144820311164,0.9304378416405181,0.030508474576271188,0.015,0.0030292830696735107,0.09,1.5682084856455796,1.3573933229844415,1.2552554265684324,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,100
3,0.003389830508474576,0.006666666666666667,0.004039044092898014,0.08,1.085734361338891,1.0145797692777336,0.9724080484305482,0.023728813559322035,0.011666666666666667,0.004039044092898014,0.08,1.4464126877532832,1.290263971536474,1.2195902230623816,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,150
4,0.003389830508474576,0.005,0.005048805116122518,0.075,1.1056764567043877,1.0358145744038492,0.9952555396591988,0.030508474576271188,0.015,0.005048805116122518,0.075,1.5586390240881394,1.361071750811107,1.2604464136318858,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,200
5,0.003389830508474576,0.004,0.0063951531470885226,0.076,1.111224446392749,1.0517281975894721,1.0150345143681208,0.03728813559322034,0.018333333333333333,0.0063951531470885226,0.076,1.7695013682327567,1.478864664909076,1.3471998074941849,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,250
6,0.003389830508474576,0.0033333333333333335,0.008751262201279031,0.08666666666666667,1.147450832591653,1.0807106363661698,1.044084329500651,0.020338983050847456,0.01,0.008751262201279031,0.08666666666666667,1.3767135521011031,1.2558629398009429,1.1959126044296082,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,300
7,0.003389830508474576,0.002857142857142857,0.009087849209020532,0.07714285714285714,1.147450832591653,1.0822473672149782,1.0468501373361432,0.010169491525423728,0.005,0.009087849209020532,0.07714285714285714,1.2403396757905045,1.1712092215698955,1.1297670460996503,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,350
8,0.003389830508474576,0.0025,0.009087849209020532,0.0675,1.147450832591653,1.0822473672149782,1.0468501373361432,0.010169491525423728,0.005,0.009087849209020532,0.0675,1.2304072289842758,1.1813902357441126,1.1470095709446062,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,400
9,0.003389830508474576,0.0022222222222222222,0.009087849209020532,0.06,1.147450832591653,1.0822473672149782,1.0468501373361432,0.020338983050847456,0.01,0.009087849209020532,0.06,1.524305261033195,1.330747159388348,1.2339061445999262,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,450
10,0.003389830508474576,0.002,0.009087849209020532,0.054,1.147450832591653,1.0822473672149782,1.0468501373361432,0.013559322033898305,0.006666666666666667,0.009087849209020532,0.054,1.3455402185762477,1.209772447736112,1.144709196834051,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,500
11,0.003389830508474576,0.0018181818181818182,0.009424436216762033,0.05090909090909091,1.147450832591653,1.0822473672149782,1.048200177830055,0.010169491525423728,0.005,0.009424436216762033,0.05090909090909091,1.3053640702159583,1.1915711829986488,1.1335859053960147,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,550
12,0.003389830508474576,0.0016666666666666668,0.01110737125546954,0.055,1.1556695082103883,1.0931601454549997,1.0599924825595743,,,,,,,,50,50,ucb,2,ablang2,outputs/ucb_0.0/dms_ablang2_2_N-50_ini-1,0.0,False,False,False,600
1,0.1111111111111111,0.02,0.023529411764705882,0.04,-0.0037716747298421676,-0.0413617757545934,-0.06460227076559898,0.8888888888888888,0.013333333333333334,0.023529411764705882,0.04,0.14665333221063062,0.10898493218496308,0.0898860337239114,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,50
2,0.1111111111111111,0.01,0.058823529411764705,0.05,0.019827155456171256,-0.008873158051320862,-0.027444660911849574,0.5555555555555556,0.008333333333333333,0.058823529411764705,0.05,0.11938541915537382,0.08564803302018209,0.06795795007222577,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,100
3,0.2222222222222222,0.013333333333333334,0.10588235294117647,0.06,0.04531959680988474,0.015957129330056434,-0.004090082185613895,0.6666666666666666,0.01,0.10588235294117647,0.06,0.12216558579157137,0.08852728352317005,0.06910086629224166,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,150
4,0.3333333333333333,0.015,0.15294117647058825,0.065,0.06634063445809918,0.03494911540192586,0.016212203795822288,0.6666666666666666,0.01,0.15294117647058825,0.065,0.11923881840374198,0.08206349240463696,0.06252126216273629,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,200
5,0.3333333333333333,0.012,0.17647058823529413,0.06,0.0723540166047664,0.040084087901073255,0.0226266709194792,0.6666666666666666,0.01,0.17647058823529413,0.06,0.1205584107488487,0.08430511012724506,0.06572269568413526,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,250
6,0.3333333333333333,0.01,0.2,0.056666666666666664,0.07270006981571701,0.041674974181694795,0.025374840671846706,0.5555555555555556,0.008333333333333333,0.2,0.056666666666666664,0.11625819396912793,0.08181873365577291,0.06283129601396581,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,300
7,0.3333333333333333,0.008571428571428572,0.25882352941176473,0.06285714285714286,0.07771851208130305,0.04846934131348626,0.03329819559151077,0.4444444444444444,0.006666666666666667,0.25882352941176473,0.06285714285714286,0.09547673048155284,0.06858588729038992,0.05400939843704382,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,350
8,0.3333333333333333,0.0075,0.3176470588235294,0.0675,0.08294612384340545,0.054038285335891056,0.039208464242768595,0.3333333333333333,0.005,0.3176470588235294,0.0675,0.08900926274455201,0.06344673476341045,0.04935318275480496,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,400
9,0.3333333333333333,0.006666666666666667,0.36470588235294116,0.06888888888888889,0.08389487185293673,0.056781474041756985,0.042468374907161634,0.5555555555555556,0.008333333333333333,0.36470588235294116,0.06888888888888889,0.11442943962844927,0.08037393334424899,0.06232948436707965,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,450
10,0.3333333333333333,0.006,0.4117647058823529,0.07,0.08453108948794832,0.059887789365527286,0.04590239832971738,0.3333333333333333,0.005,0.4117647058823529,0.07,0.0893958474079922,0.06503688096094762,0.05117018786694342,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,500
11,0.3333333333333333,0.005454545454545455,0.4235294117647059,0.06545454545454546,0.08637139575001185,0.06186740745005596,0.04759604060649551,0.3333333333333333,0.005,0.4235294117647059,0.06545454545454546,0.0893958474079922,0.06503688096094762,0.05117018786694342,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,550
12,0.3333333333333333,0.005,0.4588235294117647,0.065,0.0893958474079922,0.06439861358950356,0.04989276587749363,,,,,,,,50,50,ucb,1,ablang2,outputs/ucb_1.0/dms_ablang2_1_N-50_ini-1,1.0,False,False,False,600
1,0.05,0.02,0.10606060606060606,0.42,2.6062186038573922,2.2381648232995888,1.991602479476195,0.4,0.013333333333333334,0.10606060606060606,0.42,3.7199046293397586,3.2787703844152283,3.0555538691663484,50,50,ucb,0,ablang2,outputs/ucb_2.0/dms_ablang2_0_N-50_ini-1,2.0,False,False,False,50
