cycle,recall,precision,recall_10,precision_10,top_mean_1,top_mean_2,top_mean_3,recall_g,precision_g,recall_10_g,precision_10_g,top_mean_1_g,top_mean_2_g,top_mean_3_g,N_init,N_per_cycle,strategy,dms_index,model_type,tmp_path,noise_level,ablang,use_dropout,logit_mode,Training size
14,0.6,0.03428571428571429,0.7676767676767676,0.4342857142857143,3.8222628664354255,3.422743396772811,3.210153344111631,1.0,0.03333333333333333,0.7676767676767676,0.4342857142857143,4.111190018484667,3.7592052125200768,3.505652128750786,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,350
15,0.65,0.034666666666666665,0.8131313131313131,0.42933333333333334,3.886500164607697,3.4719396252667836,3.2497295547972107,0.9,0.03,0.8131313131313131,0.42933333333333334,4.088663666847428,3.701525056909616,3.4518716629128807,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,375
16,0.65,0.0325,0.8434343434343434,0.4175,3.886500164607697,3.486432954978143,3.2734601367791343,0.8,0.02666666666666667,0.8434343434343434,0.4175,4.034826527019234,3.626230501570018,3.389622839129696,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,400
17,0.65,0.03058823529411765,0.8434343434343434,0.39294117647058824,3.886500164607697,3.486432954978143,3.2734601367791343,0.95,0.03166666666666667,0.8434343434343434,0.39294117647058824,4.088663666847428,3.726386687442904,3.4747185759277515,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,425
18,0.8,0.035555555555555556,0.8838383838383839,0.3888888888888889,4.029663400279084,3.623648938199943,3.387901796882979,0.95,0.03166666666666667,0.8838383838383839,0.3888888888888889,4.088663666847428,3.726386687442904,3.4747185759277515,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,450
19,0.9,0.037894736842105266,0.9393939393939394,0.391578947368421,4.088663666847428,3.701525056909616,3.4518716629128807,0.95,0.03166666666666667,0.9393939393939394,0.391578947368421,4.088663666847428,3.726386687442904,3.4747185759277515,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,475
20,0.9,0.036,0.9494949494949495,0.376,4.088663666847428,3.701525056909616,3.4518716629128807,0.95,0.03166666666666667,0.9494949494949495,0.376,4.088663666847428,3.726386687442904,3.4747185759277515,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,500
21,0.95,0.03619047619047619,0.9747474747474747,0.3676190476190476,4.088663666847428,3.726386687442904,3.4747185759277515,0.95,0.03166666666666667,0.9747474747474747,0.3676190476190476,4.088663666847428,3.726386687442904,3.4747185759277515,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,525
22,0.95,0.034545454545454546,0.9848484848484849,0.35454545454545455,4.088663666847428,3.726386687442904,3.4747185759277515,1.0,0.03333333333333333,0.9848484848484849,0.35454545454545455,4.111190018484667,3.7592052125200768,3.505652128750786,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,550
23,1.0,0.034782608695652174,0.9949494949494949,0.3426086956521739,4.111190018484667,3.7592052125200768,3.505652128750786,1.0,0.03333333333333333,0.9949494949494949,0.3426086956521739,4.111190018484667,3.7592052125200768,3.505652128750786,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,575
24,1.0,0.03333333333333333,1.0,0.33,4.111190018484667,3.7592052125200768,3.505652128750786,,,,,,,,25,25,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-25_ini-1,0.0,False,False,False,600
1,0.3333333333333333,0.12,0.09411764705882353,0.32,0.0707212761020019,0.009553437517315326,-0.024352356742131806,0.7777777777777778,0.011666666666666667,0.09411764705882353,0.32,0.1512933735777592,0.1096605880620509,0.08951231407849138,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,25
2,0.3333333333333333,0.06,0.17647058823529413,0.3,0.09749388580882881,0.053396108757611006,0.026631303943112458,0.7777777777777778,0.011666666666666667,0.17647058823529413,0.3,0.14501429059181364,0.10547815141729722,0.08601763395164748,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,50
3,0.4444444444444444,0.05333333333333334,0.25882352941176473,0.29333333333333333,0.1283670788603982,0.08006304589835395,0.05337126311506131,0.7777777777777778,0.011666666666666667,0.25882352941176473,0.29333333333333333,0.14501429059181364,0.10687504819524032,0.08816099583802867,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,75
4,0.4444444444444444,0.04,0.3058823529411765,0.26,0.12854899377939008,0.08274750325072447,0.05757053258151883,0.7777777777777778,0.011666666666666667,0.3058823529411765,0.26,0.14501429059181364,0.10547815141729722,0.0861631274650625,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,100
5,0.4444444444444444,0.032,0.3176470588235294,0.216,0.12854899377939008,0.08460593959980342,0.05939130607023858,0.7777777777777778,0.011666666666666667,0.3176470588235294,0.216,0.14501429059181364,0.10652104656907813,0.08749282884844158,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,125
6,0.6666666666666666,0.04,0.4588235294117647,0.26,0.13982508492805015,0.09804564325237283,0.07403099216199889,0.7777777777777778,0.011666666666666667,0.4588235294117647,0.26,0.14497983644626172,0.10556695147037562,0.08670653594033467,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,150
7,0.6666666666666666,0.03428571428571429,0.5058823529411764,0.24571428571428572,0.13982508492805015,0.09887356921926777,0.07639120728403934,0.7777777777777778,0.011666666666666667,0.5058823529411764,0.24571428571428572,0.14501429059181364,0.10547815141729722,0.08661916287722292,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,175
8,0.6666666666666666,0.03,0.5294117647058824,0.225,0.13982508492805015,0.09887356921926777,0.07639120728403934,0.7777777777777778,0.011666666666666667,0.5294117647058824,0.225,0.14501429059181364,0.10547815141729722,0.08601763395164748,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,200
9,0.6666666666666666,0.02666666666666667,0.5294117647058824,0.2,0.13982508492805015,0.09887356921926777,0.07639120728403934,0.7777777777777778,0.011666666666666667,0.5294117647058824,0.2,0.14501429059181364,0.10676425854626233,0.08832478544831195,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,225
10,0.6666666666666666,0.024,0.5529411764705883,0.188,0.13982508492805015,0.09887356921926777,0.07672497383147443,0.7777777777777778,0.011666666666666667,0.5529411764705883,0.188,0.1512933735777592,0.1075306711966089,0.08632959851295631,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,250
11,0.6666666666666666,0.02181818181818182,0.5647058823529412,0.17454545454545456,0.13982508492805015,0.09887356921926777,0.07672497383147443,0.7777777777777778,0.011666666666666667,0.5647058823529412,0.17454545454545456,0.1512589194322073,0.10764702800985149,0.08806508060559244,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,275
12,0.7777777777777778,0.023333333333333334,0.5882352941176471,0.16666666666666666,0.1512589194322073,0.1060157407576087,0.08303479131042853,0.7777777777777778,0.011666666666666667,0.5882352941176471,0.16666666666666666,0.1512933735777592,0.1095332286113569,0.08873459773730745,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,300
13,0.7777777777777778,0.021538461538461538,0.611764705882353,0.16,0.1512589194322073,0.1060157407576087,0.08303479131042853,0.8888888888888888,0.013333333333333334,0.611764705882353,0.16,0.1559287375343205,0.11328636676519624,0.09240605348036476,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,325
14,0.7777777777777778,0.02,0.6235294117647059,0.15142857142857144,0.1512589194322073,0.1060157407576087,0.08303479131042853,0.8888888888888888,0.013333333333333334,0.6235294117647059,0.15142857142857144,0.1559287375343205,0.11262657059264287,0.09141808145816314,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,350
15,0.7777777777777778,0.018666666666666668,0.6352941176470588,0.144,0.1512589194322073,0.1060157407576087,0.08303479131042853,0.8888888888888888,0.013333333333333334,0.6352941176470588,0.144,0.1559287375343205,0.11264314039435888,0.09203196746870577,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,375
16,0.7777777777777778,0.0175,0.6823529411764706,0.145,0.1512589194322073,0.1060157407576087,0.08397407019265725,0.8888888888888888,0.013333333333333334,0.6823529411764706,0.145,0.1559287375343205,0.11091880508683463,0.08927322621093617,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,400
17,0.7777777777777778,0.01647058823529412,0.7058823529411765,0.1411764705882353,0.1512589194322073,0.1060157407576087,0.08397407019265725,0.7777777777777778,0.011666666666666667,0.7058823529411765,0.1411764705882353,0.1512589194322073,0.10721980246874377,0.08640453570331517,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,425
18,0.7777777777777778,0.015555555555555555,0.7058823529411765,0.13333333333333333,0.1512589194322073,0.1060157407576087,0.08397407019265725,0.8888888888888888,0.013333333333333334,0.7058823529411765,0.13333333333333333,0.1559287375343205,0.11262657059264287,0.0915894027799102,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,450
19,0.7777777777777778,0.014736842105263158,0.7411764705882353,0.13263157894736843,0.1512933735777592,0.1075306711966089,0.08565928264073873,0.7777777777777778,0.011666666666666667,0.7411764705882353,0.13263157894736843,0.1512933735777592,0.10900079188949754,0.08915161542234926,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,475
20,0.7777777777777778,0.014,0.7411764705882353,0.126,0.1512933735777592,0.1075306711966089,0.08565928264073873,0.7777777777777778,0.011666666666666667,0.7411764705882353,0.126,0.1512933735777592,0.10795789673771664,0.08683427212183688,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,500
21,0.7777777777777778,0.013333333333333334,0.7647058823529411,0.12380952380952381,0.1512933735777592,0.1075306711966089,0.08565928264073873,0.7777777777777778,0.011666666666666667,0.7647058823529411,0.12380952380952381,0.1512933735777592,0.10988723023751909,0.08961294636752243,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,525
22,0.7777777777777778,0.012727272727272728,0.7764705882352941,0.12,0.1512933735777592,0.10795789673771664,0.08665242975241781,0.7777777777777778,0.011666666666666667,0.7764705882352941,0.12,0.1512933735777592,0.10889000224051955,0.08894053678320282,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,550
23,0.7777777777777778,0.01217391304347826,0.788235294117647,0.11652173913043479,0.1512933735777592,0.10795789673771664,0.08706225293951375,0.7777777777777778,0.011666666666666667,0.788235294117647,0.11652173913043479,0.1512933735777592,0.10900079188949754,0.08839627188166949,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,575
24,0.7777777777777778,0.011666666666666667,0.8235294117647058,0.11666666666666667,0.1512933735777592,0.10900079188949754,0.08839627188166949,,,,,,,,25,25,greedy,1,sequence,outputs/greedy_0.0/dms_sequence_1_N-25_ini-1,0.0,False,False,False,600
1,0.0,0.0,0.0,0.0,-0.40568585575255245,-0.6900549563013574,-0.8305946112127195,0.02711864406779661,0.013333333333333334,0.0,0.0,1.4971536911711627,1.3163779338382013,1.2282598216122933,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,50
2,0.006779661016949152,0.02,0.0010097610232245036,0.03,1.1166446575372444,0.7426963142208182,0.20106153470880095,0.023728813559322035,0.011666666666666667,0.0010097610232245036,0.03,1.499352471343447,1.3369701129584861,1.2664119583971858,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,100
3,0.006779661016949152,0.013333333333333334,0.003365870077415012,0.06666666666666667,1.3191897544040276,1.1052145357080125,1.0080942566430906,0.013559322033898305,0.006666666666666667,0.003365870077415012,0.06666666666666667,1.4259749104137651,1.247563023029943,1.174952287794706,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,150
4,0.010169491525423728,0.015,0.005385392123864019,0.08,1.3602403869337993,1.1723378051363087,1.079756837980259,0.013559322033898305,0.006666666666666667,0.005385392123864019,0.08,1.4109009984129934,1.2330930740609418,1.1630329294401136,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,200
5,0.010169491525423728,0.012,0.0063951531470885226,0.076,1.3621000357829651,1.18403640534047,1.1029479246038958,0.013559322033898305,0.006666666666666667,0.0063951531470885226,0.076,1.4026711026935517,1.2220580064095525,1.1526335180046792,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,250
6,0.010169491525423728,0.01,0.007404914170313026,0.07333333333333333,1.3634122035151557,1.1918293214449276,1.1140084578279263,0.01694915254237288,0.008333333333333333,0.007404914170313026,0.07333333333333333,1.484168360468097,1.2764990158272365,1.1942274270901578,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,300
7,0.013559322033898305,0.011428571428571429,0.009087849209020532,0.07714285714285714,1.4052639522245638,1.2201344664949871,1.1426228581063185,0.023728813559322035,0.011666666666666667,0.009087849209020532,0.07714285714285714,1.5258262055520753,1.298889526029885,1.208345449668973,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,350
8,0.01694915254237288,0.0125,0.01144395826321104,0.085,1.4254005955461035,1.2401837449324948,1.1647027773771135,0.023728813559322035,0.011666666666666667,0.01144395826321104,0.085,1.464180241954716,1.2755600924577337,1.1976188295780537,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,400
9,0.01694915254237288,0.011111111111111112,0.013800067317401549,0.09111111111111111,1.4294583828969547,1.2461269743773002,1.1713515781585728,0.023728813559322035,0.011666666666666667,0.013800067317401549,0.09111111111111111,1.5160716358307016,1.3009022605746445,1.2131874154039408,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,450
10,0.01694915254237288,0.01,0.014473241332884551,0.086,1.4294583828969547,1.248038594272547,1.1734482208743204,0.020338983050847456,0.01,0.014473241332884551,0.086,1.5026735033923377,1.2884529847833446,1.2015643395585562,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,500
11,0.01694915254237288,0.00909090909090909,0.015483002356109055,0.08363636363636363,1.4294583828969547,1.248038594272547,1.1734482208743204,0.02711864406779661,0.013333333333333334,0.015483002356109055,0.08363636363636363,1.4691736723855224,1.284641048475293,1.2041775882105676,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,550
12,0.020338983050847456,0.01,0.01682935038707506,0.08333333333333333,1.4422242013924413,1.2609156004346793,1.1843792750031503,,,,,,,,50,50,ucb,2,sequence,outputs/ucb_0.5/dms_sequence_2_N-50_ini-1,0.5,False,False,False,600
1,0.0,0.0,0.09595959595959595,0.38,2.3210574329206786,2.034845626961777,1.8484295465106177,0.45,0.015,0.09595959595959595,0.38,3.8170042510375,3.3664187020558023,3.130738686046438,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,50
2,0.05,0.01,0.23232323232323232,0.46,2.8428103243669005,2.556489651172385,2.3830805054955215,0.5,0.016666666666666666,0.23232323232323232,0.46,3.8318868035048994,3.395280633335445,3.1711276620408233,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,100
3,0.1,0.013333333333333334,0.4090909090909091,0.54,3.237847193609221,2.8779620951316516,2.682868151571445,0.5,0.016666666666666666,0.4090909090909091,0.54,3.948380187378129,3.44898582878283,3.1913478874163825,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,150
4,0.1,0.01,0.5050505050505051,0.5,3.266023737836634,2.933626724501418,2.7474234359653327,0.45,0.015,0.5050505050505051,0.5,3.7745600059523325,3.3547386674327235,3.1327081283889355,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,200
5,0.2,0.016,0.5656565656565656,0.448,3.4765840076597447,3.059943226003427,2.84319376884549,0.4,0.013333333333333334,0.5656565656565656,0.448,3.7634527424339526,3.3327768498775354,3.113240744337685,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,250
6,0.3,0.02,0.601010101010101,0.39666666666666667,3.5982197875385316,3.1371458961110106,2.9102174251230344,0.55,0.018333333333333333,0.601010101010101,0.39666666666666667,3.971472588895503,3.4945569861621513,3.2444523564828343,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,300
7,0.35,0.02,0.6767676767676768,0.38285714285714284,3.6800093092609467,3.221713099317487,3.00453903976303,0.4,0.013333333333333334,0.6767676767676768,0.38285714285714284,3.7634527424339526,3.3426004725029634,3.1246159984357624,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,350
8,0.35,0.0175,0.7121212121212122,0.3525,3.6912243072174262,3.2380987730033484,3.0274692949303397,0.7,0.023333333333333334,0.7121212121212122,0.3525,4.062812692825277,3.6302877231026534,3.35722853087862,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,400
9,0.65,0.028888888888888888,0.8080808080808081,0.35555555555555557,4.03335601053762,3.5803563958708686,3.3084152740549726,0.8,0.02666666666666667,0.8080808080808081,0.35555555555555557,4.03335601053762,3.6260966175846434,3.383367978284944,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,450
10,0.65,0.026,0.8535353535353535,0.338,4.03335601053762,3.5849216110836837,3.31930852784877,0.75,0.025,0.8535353535353535,0.338,4.03335601053762,3.612378589218321,3.3676757910177724,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,500
11,0.7,0.025454545454545455,0.8939393939393939,0.32181818181818184,4.03335601053762,3.5993954739093255,3.3507478903921832,0.85,0.028333333333333332,0.8939393939393939,0.32181818181818184,4.088663666847428,3.6957892990150847,3.442605306679476,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,550
12,0.85,0.028333333333333332,0.9343434343434344,0.30833333333333335,4.088663666847428,3.6940121021923327,3.441420508797641,,,,,,,,50,50,ucb,0,sequence,outputs/ucb_2.0/dms_sequence_0_N-50_ini-1,2.0,False,False,False,600
1,0.05,0.013333333333333334,0.14646464646464646,0.38666666666666666,2.750590937652328,2.3734879044315154,2.1547520737543726,0.65,0.021666666666666667,0.14646464646464646,0.38666666666666666,3.925238620452589,3.505490499911405,3.2604946348601556,75,75,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-75_ini-1,0.0,False,False,False,75
2,0.1,0.013333333333333334,0.3838383838383838,0.5066666666666667,3.1673272400236328,2.8026550882021772,2.6157487669424455,0.6,0.02,0.3838383838383838,0.5066666666666667,3.9250982139510158,3.465187653221625,3.2103808970267305,75,75,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-75_ini-1,0.0,False,False,False,150
3,0.3,0.02666666666666667,0.5151515151515151,0.4533333333333333,3.592249216230151,3.1257918090989465,2.8997831511103995,0.55,0.018333333333333333,0.5151515151515151,0.4533333333333333,3.955176882714754,3.4788921600235696,3.2154771234495003,75,75,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-75_ini-1,0.0,False,False,False,225
4,0.35,0.023333333333333334,0.6464646464646465,0.4266666666666667,3.6800016251851533,3.232728075857389,3.0118823574562996,1.0,0.03333333333333333,0.6464646464646465,0.4266666666666667,4.111190018484667,3.7592052125200768,3.505652128750786,75,75,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-75_ini-1,0.0,False,False,False,300
5,0.7,0.037333333333333336,0.8282828282828283,0.43733333333333335,3.936687388193748,3.5371215588614042,3.2900584205693404,1.0,0.03333333333333333,0.8282828282828283,0.43733333333333335,4.111190018484667,3.7592052125200768,3.505652128750786,75,75,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-75_ini-1,0.0,False,False,False,375
6,1.0,0.044444444444444446,0.9545454545454546,0.42,4.111190018484667,3.7592052125200768,3.5052646678111308,1.0,0.03333333333333333,0.9545454545454546,0.42,4.111190018484667,3.7592052125200768,3.505652128750786,75,75,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-75_ini-1,0.0,False,False,False,450
7,1.0,0.0380952380952381,0.9949494949494949,0.37523809523809526,4.111190018484667,3.7592052125200768,3.505652128750786,1.0,0.03333333333333333,0.9949494949494949,0.37523809523809526,4.111190018484667,3.7592052125200768,3.505652128750786,75,75,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-75_ini-1,0.0,False,False,False,525
8,1.0,0.03333333333333333,0.9949494949494949,0.3283333333333333,4.111190018484667,3.7592052125200768,3.505652128750786,,,,,,,,75,75,greedy,0,sequence,outputs/greedy_0.0/dms_sequence_0_N-75_ini-1,0.0,False,False,False,600
1,0.0,0.0,0.0,0.0,-0.40568585575255245,-0.6900549563013574,-0.8305946112127195,0.03389830508474576,0.016666666666666666,0.0,0.0,1.5309976150586189,1.3559880282876882,1.2667306797359876,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,50
2,0.003389830508474576,0.01,0.0010097610232245036,0.03,1.0767321764249551,0.17476616821822438,-0.1891324340612536,0.03728813559322034,0.018333333333333333,0.0010097610232245036,0.03,1.5373635896710691,1.3662453723695445,1.2725472218706675,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,100
3,0.010169491525423728,0.02,0.0023561090541905083,0.04666666666666667,1.2912217187830048,1.0850347550292396,0.9834095249717892,0.03728813559322034,0.018333333333333333,0.0023561090541905083,0.04666666666666667,1.529754572764021,1.3669132793185208,1.2844774710927862,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,150
4,0.013559322033898305,0.02,0.0043756311006395154,0.065,1.375996848189244,1.1634084326353225,1.0697183774111771,0.03728813559322034,0.018333333333333333,0.0043756311006395154,0.065,1.5265069074653301,1.3500993292958812,1.2649662822280958,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,200
5,0.013559322033898305,0.016,0.0063951531470885226,0.076,1.378250177958766,1.1928368109922434,1.1078007958212985,0.03728813559322034,0.018333333333333333,0.0063951531470885226,0.076,1.531858833037979,1.359131035353742,1.2751743776612647,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,250
6,0.01694915254237288,0.016666666666666666,0.008751262201279031,0.08666666666666667,1.4085188102547341,1.234166127582291,1.1481307409074768,0.03389830508474576,0.016666666666666666,0.008751262201279031,0.08666666666666667,1.524853151125301,1.3463474734254728,1.2651147935139515,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,300
7,0.023728813559322035,0.02,0.01110737125546954,0.09428571428571429,1.4817365188297245,1.2855314780638,1.1955709132769712,0.030508474576271188,0.015,0.01110737125546954,0.09428571428571429,1.510215445444203,1.327034397968291,1.2437365727571177,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,350
8,0.030508474576271188,0.0225,0.014473241332884551,0.1075,1.510215445444203,1.3155415165097533,1.225586525194055,0.03728813559322034,0.018333333333333333,0.014473241332884551,0.1075,1.515072078347639,1.3456157278309209,1.2663462863759787,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,400
9,0.030508474576271188,0.02,0.016492763379333558,0.10888888888888888,1.510215445444203,1.3191129877256433,1.2302080544719147,0.030508474576271188,0.015,0.016492763379333558,0.10888888888888888,1.510215445444203,1.3277888315080024,1.2427581994647596,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,450
10,0.030508474576271188,0.018,0.018512285425782565,0.11,1.510215445444203,1.3191129877256433,1.230734530044689,0.030508474576271188,0.015,0.018512285425782565,0.11,1.510215445444203,1.3203872837767783,1.2337883852025904,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,500
11,0.030508474576271188,0.016363636363636365,0.01985863345674857,0.10727272727272727,1.510215445444203,1.3203872837767783,1.2343671417966933,0.030508474576271188,0.015,0.01985863345674857,0.10727272727272727,1.510215445444203,1.3203872837767783,1.2343671417966933,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,550
12,0.03389830508474576,0.016666666666666666,0.020868394479973074,0.10333333333333333,1.5135639598646573,1.3291535153443303,1.242176180398777,,,,,,,,50,50,ucb,2,sequence,outputs/ucb_2.0/dms_sequence_2_N-50_ini-1,2.0,False,False,False,600
1,0.3333333333333333,0.06,0.17647058823529413,0.3,0.09147203869658702,0.04899647175488904,0.022810793299633016,0.7777777777777778,0.011666666666666667,0.17647058823529413,0.3,0.14497983644626172,0.10408026097577099,0.08522139864976165,50,50,ucb,1,sequence,outputs/ucb_1.0/dms_sequence_1_N-50_ini-1,1.0,False,False,False,50
2,0.3333333333333333,0.03,0.23529411764705882,0.2,0.09824411782802321,0.05706678612042169,0.03631090544086838,0.7777777777777778,0.011666666666666667,0.23529411764705882,0.2,0.14501429059181364,0.10546158161558121,0.08643117199403715,50,50,ucb,1,sequence,outputs/ucb_1.0/dms_sequence_1_N-50_ini-1,1.0,False,False,False,100
3,0.4444444444444444,0.02666666666666667,0.2823529411764706,0.16,0.10624937791875955,0.0651288372652162,0.044308810659676,0.7777777777777778,0.011666666666666667,0.2823529411764706,0.16,0.14501429059181364,0.10652104656907813,0.08773047822471018,50,50,ucb,1,sequence,outputs/ucb_1.0/dms_sequence_1_N-50_ini-1,1.0,False,False,False,150
